incident_id,service,issue,workflow,resolution,priority,severity,scope,confidence,impact,frequency,annotation,,
INC-549,ServiceMesh,Observability data loss,Step 1 - Alert: Acknowledge missing trace data alert; Step 2 - Diagnose: Check tracing agent and collector connectivity; Step 3 - Remediate: Restart tracing components and fix config; Step 4 - Verify: Confirm traces appearing in dashboard; Step 5 - Monitor: Watch for data completeness over time.,Tracing collector crashed due to memory issue. Restarted collector and increased memory. Traces appearing in dashboard. Data completeness confirmed. Incident resolved.,Medium,medium,multi-service,0.78,moderate,one-off,Escalate to Observability Team if data loss recurs. Implement high availability for collectors. Update tracing architecture documentation.,,
INC-550,CDN,SSL handshake failure rate high,Phase 1 - Detection: Identify high SSL failure rate via CDN metrics; Step 2 - Analysis: Check SSL protocol versions and cipher compatibility; Step 3 - Mitigation: Enable broader cipher support temporarily; Step 4 - Fix: Update client configurations or CDN SSL policy; Step 5 - Verify: Confirm handshake success rate returns to normal.,Old clients incompatible with TLS 1.3 only policy. Enabled TLS 1.2 support temporarily. Handshake success rate 99.9%. Client update campaign initiated. Incident resolved.,High,high,system-wide,0.87,major,one-off,Contact Security Team before lowering TLS versions. Plan client deprecation strategy. Update SSL configuration standards.,,
INC-551,Kubernetes,Resource quota exceeded,Phase 1 - Detection: Monitor namespace resource quota alerts via Prometheus; Phase 2 - Analysis: Identify which resources (CPU/memory/pods) are exhausted; Phase 3 - Investigation: List all pods in namespace and identify resource hogs; Phase 4 - Remediation: Request quota increase or terminate non-essential pods; Phase 5 - Validation: Confirm new pods can be scheduled successfully; Phase 6 - Documentation: Update capacity planning documents.,Requested quota increase from 10 to 20 CPU cores. Terminated 3 non-essential development pods. New production pods scheduled successfully. Capacity planning updated with new baseline. Incident closed after stakeholder notification.,Critical,critical,system-wide,0.92,catastrophic,one-off,Escalate to Platform Engineering if quota increase denied. Review namespace isolation policies. Mandatory capacity review within 48 hours. Update quota management runbook K8S-QUOTA-001.,,
INC-552,MessageBus,Schema validation failure,Step 1 - Alert: Acknowledge schema validation failure alert from message broker; Step 2 - Triage: Identify affected topics and message types; Step 3 - Diagnosis: Compare message schema against registered schema in schema registry; Step 4 - Fix: Update producer to use correct schema version; Step 5 - Verification: Confirm messages are being validated successfully; Step 6 - Monitoring: Watch for schema drift over next 24 hours.,Updated producer application to use schema version 2.1. Schema validation passing for all new messages. Reprocessed 200 failed messages from dead letter queue. Schema registry updated with new version. Monitoring confirmed no further validation failures.,High,high,multi-service,0.88,major,one-off,Escalate to Data Engineering if schema failures persist. Implement schema compatibility checks in CI/CD pipeline. Update schema evolution documentation. Notify all downstream consumers of schema change.,,
INC-553,APIGateway,CORS policy misconfiguration,Procedure 1 - Identify: Check API Gateway logs for CORS preflight failures; Procedure 2 - Analysis: Review current CORS policy against application requirements; Procedure 3 - Correction: Update CORS allowed origins and methods; Procedure 4 - Testing: Verify cross-origin requests succeed from all client domains; Procedure 5 - Validation: Run automated CORS test suite; Procedure 6 - Closure: Document policy changes in API governance portal.,Updated CORS policy to include new frontend domain. Added PUT and DELETE methods to allowed list. All cross-origin requests now succeeding. Automated test suite passed. Changes documented in API governance portal with approval from security team.,Medium,medium,multi-service,0.81,moderate,recurring,Security team must approve all CORS policy changes. Ensure no wildcard origins in production. Update API security guidelines. Review CORS policy quarterly for compliance.,,
INC-554,ObjectStorage,Bucket versioning enabled unexpectedly,Phase 1 - Detection: Review storage configuration change alerts; Phase 2 - Analysis: Compare current bucket configuration against baseline; Phase 3 - Investigation: Check CloudTrail for who enabled versioning; Phase 4 - Correction: Disable versioning if not required or configure lifecycle rules; Phase 5 - Validation: Confirm storage costs stabilize; Phase 6 - Documentation: Update bucket configuration standards.,Versioning was enabled by mistake during migration. Disabled versioning and configured lifecycle rule to delete old versions after 30 days. Storage cost projection stabilized. Change traced to deployment script bug. Script fixed and bucket standards updated.,Medium,medium,single-service,0.79,moderate,one-off,Contact Storage Team before changing versioning settings. Implement configuration drift detection. Update bucket provisioning templates. Review storage cost impact weekly.,,
INC-555,SecretsManager,Secret access audit failure,Step 1 - Alert: Acknowledge audit logging failure alert; Step 2 - Diagnose: Check CloudTrail configuration and S3 bucket permissions; Step 3 - Fix: Restore audit log bucket policy and IAM permissions; Step 4 - Verify: Confirm audit events are being recorded; Step 5 - Review: Analyze missed audit events for security implications; Step 6 - Report: File compliance report for audit gap period.,Audit log bucket policy was modified incorrectly. Restored proper bucket policy and IAM role permissions. Audit events now recording successfully. Reviewed 4-hour gap with no suspicious activity. Compliance report filed with security team.,High,high,multi-service,0.87,major,one-off,Immediate escalation to Security Team required. Audit gaps must be reported within 24 hours. Implement audit log integrity monitoring. Update compliance documentation.,,
INC-556,LogAggregator,Elasticsearch cluster yellow status,Phase 1 - Monitoring: Detect cluster health degradation via Kibana dashboard; Phase 2 - Analysis: Identify unassigned shards and root cause; Phase 3 - Investigation: Check node disk space and memory pressure; Phase 4 - Remediation: Add data nodes or adjust replica count; Phase 5 - Validation: Confirm cluster returns to green status; Phase 6 - Optimization: Tune shard allocation settings for stability.,Two replica shards unassigned due to insufficient nodes. Added one data node to cluster. Cluster returned to green status within 30 minutes. Adjusted shard allocation awareness settings. Monitoring confirmed stable cluster health.,High,high,multi-service,0.85,major,recurring,Escalate to Observability Team if cluster stays yellow >1 hour. Review shard sizing strategy. Update capacity planning for log volume growth. Implement automated node scaling.,,
INC-557,DataPipeline,Streaming job checkpoint failure,Step 1 - Alert: Acknowledge checkpoint failure alert from stream processor; Step 2 - Diagnose: Check state backend connectivity and permissions; Step 3 - Investigation: Review checkpoint storage for corruption; Step 4 - Recovery: Restore from last successful checkpoint; Step 5 - Verification: Confirm stream processing resumes correctly; Step 6 - Monitoring: Watch checkpoint success rate over 24 hours.,Checkpoint storage bucket had permission change. Restored proper IAM permissions. Job restored from checkpoint 15 minutes ago. Processing resumed with no data loss. Checkpoint success rate 100% over next 24 hours.,High,high,multi-service,0.89,major,one-off,Escalate to Data Engineering if checkpoint failures recur. Implement redundant checkpoint storage. Update streaming job reliability documentation. Review state backend architecture.,,
INC-558,ConfigServer,Configuration encryption key rotation,Phase 1 - Planning: Schedule key rotation during low-traffic maintenance window; Phase 2 - Backup: Export all encrypted configurations with current key; Phase 3 - Rotation: Generate new encryption key and update config server; Phase 4 - Re-encryption: Re-encrypt all configurations with new key; Phase 5 - Validation: Confirm all clients can decrypt configurations; Phase 6 - Cleanup: Securely destroy old encryption key and update key management system.,Key rotation completed during 2 AM maintenance window. All 500+ configurations re-encrypted successfully. All clients decrypted configs without errors. Old key destroyed via HSM. Key rotation documented in security audit log.,High,high,system-wide,0.93,major,one-off,Security Team must approve and witness key rotation. Maintain key backup in secure offline storage. Update encryption key rotation schedule to quarterly. Document in compliance evidence repository.,,
